,title,author,day,genre,story,score,platform
558,달달한 그녀,S / 날치,완결,"스토리, 로맨스","세계 인구가 급증하자 피가 풍족해진 뱀파이어들은 피의 맛과 질을 고르기 시작했다.그후 인간의 피를 와인처럼 숙성시켜 마시는 시대가 왔다.그 중 최고의 와인제작사 킹스턴 와이너리의 대표자리를 친형에게 빼앗긴 해리는 한국에서 작은 와인바에서 혈액 브로커로 살아간다. 어느 날, 해리를 찾아온 여고생 연서가 천문학적인 가치의 피를 가졌음을 알고 연서에게 혈액제공 독점계약을 제안한다. 돈이 필요한 연서는 계약을 받아들이고 해리의 관리를 받게 되면서 종을 초월한 로맨스가 싹터가는데...",9.67,네이버 웹툰
559,서브 콤플렉스,소이,완결,"에피소드, 로맨스",서브 병에 걸려 메인 남주보다 서브를 안쓰러워하며 사랑하는 연이.최근 빠진 순정만화에서 서브 남주 반하나가 죽는 걸 보고 울다 지쳐 잠이 들었는데 눈을 떠보니 만화 속 여주가 되었다.남주인 서늘을 제쳐두고 서브 남주에게 적극적인 구애를 하는 연이.그런데 점점 서늘이 안쓰럽게 느껴지는 건 서브 병 탓일까?,9.93,네이버 웹툰
560,초인의 시대,섭이,완결,"스토리, 액션","지구에 근원 모를 괴물들이 출현하고그들을 제압하는 초인 들 또한 등장한다.정체불명의 괴물과 초인, 바야흐로 초인의 시대 가 도래한다!",9.95,네이버 웹툰
561,여기 악마가 있어,맷집왕,완결,"스토리, 드라마","게임회사의 인사팀에서 일하게 된 1년 차 직장인 조승훈.인간의 모습을 한 악마 상사와 함께 회사를 급성장시키게 되는데 성장의 이면에 있는 악마의 진짜 목표는 무엇이며, 이를 깨달은 인간은 과연 어떤 선택을 하게 될 것인가.",9.89,네이버 웹툰
562,피노키오 소녀,망순,완결,"스토리, 스릴러",다시 돌아온 고향. 그리고 이곳에서 일어나는 원인 불명의 실종사건. 이것은 공포 웹툰이 아니다. 그녀의 거짓말을 믿지 마세요...,9.77,네이버 웹툰
563,정순애 식당,아르몽,완결,"스토리, 드라마",미각을 잃은 사람도 이곳에 오면 맛있다 를 외칩니다!!따뜻한 집밥과 사람 사는 냄새가 나는 힐링공간 정순애식당에 어서오세요,9.98,네이버 웹툰
564,미래의 골동품 가게,구아진,완결,"스토리, 스릴러",저주를 풀기 위한 단 한 가지의 방법. 소중한 것들을 지키기 위한 기묘한 소녀의 퇴마가 시작된다.,9.98,네이버 웹툰
565,소심한 팔레트,한민기,완결,"스토리, 로맨스",소심해서 좋아하는 사람에게 말도 못 붙이고 친구들에게 늘 무시 당하기 일수라면? 당신의 설렘이 현실이 되는일러스트 동아리 팔레트로 오세요,9.96,네이버 웹툰
566,한강예찬,김8,완결,"스토리, 드라마","겉보기엔 좋아보이지만 속은 썩었어! 가식에 지친 현대인의 현타 도미노.고교동창생 한세련 강아영 예은지 차안나의 관계, 그리고 이야기.",9.95,네이버 웹툰
567,하루달콤 하루쌉싸름,은유,완결,"스토리, 드라마","잊지 못할 추억의 음식, 그 안에 담긴 소중한 이야기.",9.9,네이버 웹툰
568,삶이 우리를 속일지라도,김지수,완결,"스토리, 로맨스",재벌 3세들과 친해진 가난한 대학생!그녀는 솔직해질 수 있을까?,9.94,네이버 웹툰
569,캡틴 비앙카,소망,완결,"스토리, 로맨스","캡틴 비앙카모두가 원하던 새로운 영웅의 등장!!한가로운 해변 마을, 여관에서 허드렛일을 하는 청년 레온은 뜻밖의 손님을 만나게 된다. 해적인 줄만 알았던 무시무시한 분위기의 손님, 비앙카는 희귀한 해양생물을 찾아내서 보호하는 나름 ? 착한 사람. 그녀와 함께 소매치기 펭귄, 딸기 거북이, 사기꾼 해달 등을 만나게 되면서 레온은 점차 비앙카의 매력에 빠지게 된다.한편, 희귀한 해양생물이 유독 많이 등장하는 이 마을이 심상치 않음을 직감한 비앙카 앞에 철천지 원수 ? 실버단의 디고르가 나타나고, 비앙카에게 연정을 숨기지 않는 디고르를 보며 레온은 마음이 복잡해지기만 하는데...지금까지의 판타지와는 결이 다르다!한 번 보면 빠져나올 수 없는 캡틴 비앙카의 매력 !!",9.61,네이버 웹툰
570,리안소울의 엑소클럽,신진오 / 박희정,완결,"스토리, 판타지",녹안 을 가진 신비한 소녀 소울과 천재 사이코패스 리안. 미스테리한 저주계 사건을 해결하기 위해 의기투합하다.,9.76,네이버 웹툰
571,안녕 나의 모모로,켄타,완결,"스토리, 감성",전쟁 후 홀로 남은 소년 로이.자신을 챙겨준 고양이 모모로의 죽음을 받아들이지 못하고 헤매는데...외톨이 소년 로이의 가슴 아프지만 따뜻한 이야기,9.98,네이버 웹툰
572,불발소년,곤세,완결,"에피소드, 드라마","킬러소년 민준, 소녀를 만나고 삶이 달라지다어렸을 때부터 프로 킬러로 교육받고 자란 민준은 어느날 수학여행에서 한 소녀를 만나게 되고 감정이 없는 그에게 감정이라는 것이 자라나기 시작한다.",9.89,네이버 웹툰
573,경비 배두만,이영곤,완결,"스토리, 액션",지난 인생이 후회스러운 건달 출신의 60대 아파트 경비원 두만 과 남은 인생이 막막한 20대 흥신소 직원 새봄 거대한 범죄 세력에 맞서기 위해 힘을 합쳤다!,9.95,네이버 웹툰
574,틴맘,theterm,완결,"스토리, 드라마",나 혼자서 잘 할수 있을까?어린 엄마의 좌충우돌 육아일기,7.44,네이버 웹툰
575,냐한남자,올소,완결,"스토리, 로맨스","냥줍을 잘못하면...남자친구가 생깁니다 ? 그들의 기묘한 동거가 시작되는 순간,오늘부터 당신도 춘배 의 매력에 헤어나올 수 없습니다.",9.98,네이버 웹툰
576,신상 미스터리 극장,신상윤,완결,"옴니버스, 스릴러","예상을 뒤엎을 연극의 막이 올랐다.당신의 상상, 그 이상의 것",9.75,네이버 웹툰
577,그놈은 흑염룡,혜진양,완결,"스토리, 로맨스",요즘 것들은 랜덤채팅 한다고? 2000년대엔 게임 정모 가 있었다!그곳에서 만난 그 남자 흑.염.룡.,9.97,네이버 웹툰
578,공방의 마녀,박소희,완결,"스토리, 로맨스","저주를 받은 자, 저주를 건 자, 저주를 수호하는 자 괴상한 저주를 둘러싼 세 가문의 이야기.영국 공작가의 아들과 마녀의 후손 그리고 저주를 수호하는 자의 후손이 벌이는 삼각관계!",9.79,네이버 웹툰
579,얌전한 사이,JQ / 이진영,완결,"스토리, 드라마",바라보기만 했던 그 사람이 아내를 잃었다. 미쳤어! 난 결혼했잖아,9.02,네이버 웹툰
580,셧업앤댄스,이은재,완결,"스토리, 드라마",아이돌 연습생 5년. 오디션 프로그램 탈락. 학교로 돌아왔다.에어로빅부??? 제발 날 내버려 둬! 난 이제 조용히 살고 싶다고!,9.97,네이버 웹툰
581,악령주의보,토마토모닝,완결,"스토리, 액션","귀신을 보는 소녀 순심. 어느 날, 외면하고 싶었던 사건에 뛰어들다...?!나에게는... 귀신이 보인다...!",9.84,네이버 웹툰
582,Here U Are,D JUN,완결,"스토리, 로맨스","학교 최고의 인싸 선배 현우, 말 없고 무뚝뚝한 아싸 신입생 재환성격도 생각도 반대인 두 사람의 만남은 악연? 아니면 인연?입학식에서 만나 특별한 사이 ? 가 될 두 사람의 이야기",9.68,네이버 웹툰
583,오늘도 사랑하세요,하찌,완결,"스토리, 로맨스",우리 주변에 진짜 큐피드가 있다면 믿으시겠어요?큐피드의 사랑만들기 대작전 시작합니다.,9.73,네이버 웹툰
584,저세상 클라스!,꾀돌이,완결,"스토리, 액션",외모때문에 일진으로 오해받지만 속마음은 여린 최강희에게 싸움고수 할머니 영혼이 빙의되었다?!입학하자마자 의강고 서열 1위 일진짱이 된 최강희 ! 무서운 인상과 살벌한 말투에 모두가 그 앞에만 서면 벌벌 떨며 도망치지만... 사실 그는 친구 100명 만들기가 소원인 마음씨 착한 여린 소년이었다!어느날 우연히 10년 전에 돌아가신 할머니의 유골함을 떨어트린 손자 강희에게 할머니의 영혼이 빙의되는데...핵인싸 싸움고수 할머니가 빙의된 상태로 펼쳐지는 강희의 파란만장한 학교생활! 숨겨진 할머니의 비밀권법! 강희야 가자!!,9.95,네이버 웹툰
585,모럴센스,겨울,완결,"스토리, 로맨스","일반인들과는 아주 조금 남다른 성향을 지닌 한 남자, 꿈에 그리던 주인님 을 만나다?!오해와 진실 사이에서 아슬아슬 피어나는, 아주 조금 ? 남다를 뿐인 로맨스!",9.96,네이버 웹툰
586,지구멸망버튼,박장고 / 신동구,완결,"스토리, 액션",갑자기 생겨난 의문의 빨간 버튼그리고 필사적으로 버튼을 지켜내려는 자들빨간 버튼을 누르면 지구가 멸망한다고!?,9.73,네이버 웹툰
587,[드라마원작] 간 떨어지는...,나,완결,"스토리, 로맨스",인간이 되고자 900년간 노력해왔지만 불의의 사고로 한 여대생에게 여우구슬을 빼앗기게 된 잘생긴 구미호 어르신.어르신은 사태를 해결하기 위해 그녀에게 동거를 제안하게 되는데...,9.97,네이버 웹툰
588,손아귀,황정훈,완결,"스토리, 스릴러",직장인 브이로그를 운영중인 소진.알 수 없는 살인사건에 휘말리다.,9.93,네이버 웹툰
589,킬더킹,마사토끼 / joana,완결,"스토리, 드라마","왕의 재능이란 무엇일까?왕좌의 새로운 주인, 진정한 왕에 걸맞는 재능을 가려내는 게임이 시작된다!",9.65,네이버 웹툰
590,그날 죽은 나는,이언,완결,"스토리, 드라마","기숙학교에서 펼쳐지는 미스터리 스릴러!전학생 양이영은 교실에서 옛 친구를 마주치게 되지만...눈에 띄게 변해버린 그 아이, 무슨 일이 있었던 걸까?",9.97,네이버 웹툰
591,블루투스,국승원,완결,"스토리, 판타지",탐사선의 폭발!우주 한가운데 홀로 남겨진 우주 비행사.이 광활하고 고독한 싸움에서 그는 과연 살아남을 수 있을까?,7.28,네이버 웹툰
592,관계의 종말,김용키,완결,"스토리, 스릴러","타인은 지옥이다 김용키 작가의 신작!여자친구와 함께 떠난, 비경에 숨겨진 펜션으로의 여름휴가.하지만 불쾌한 펜션 주인을 시작으로 주인공의 트라우마를 끄집어내는 끔찍한 만남들이 이어진다.지옥으로 치닫는 사건과 사고.. 이제 모든 것을 끝낼 때가 왔다.",9.77,네이버 웹툰
593,지랄발광,김인호,완결,"스토리, 드라마",청춘이 질주한다. 그곳에 꿈이 있으니까! 화려한 농구와 청춘의 프리스타일,9.44,네이버 웹툰
594,신의 언어,장래혁,완결,"스토리, 판타지",퇴마계의 신개념 영웅!프로그래머 난새의 마계 전투가 시작된다!,9.71,네이버 웹툰
595,후기,조석,완결,"스토리, 스릴러",무가지에 연재되던 삼류 소설이 사실은 누군가의 살인 후기였다!,9.95,네이버 웹툰
596,9등급 뒤집기,아백,완결,"스토리, 드라마",한번호로 찍어도 받기힘들다는 9등급을 받는 이인범공부를 못한다는 이유로 온갖 괄시를 받다가 복수를 위해 1등급을 노리게 되고이를 돕기 위한 만화가 지망생 과외선생의 특훈을 받게 되는데...,9.27,네이버 웹툰
597,FM보이,육일공,완결,"스토리, 로맨스","걸어 다니는 도덕 교과서라고 불릴 정도로 정석을 따르는 고등학생 오사랑.그에겐 특별한 비밀이 있는데 그것은 바로... 오직 고운 말들만 들린다 는 것이다!반면, 타인의 나쁜 말이나 욕설은 그에게 잡음처럼 지직거리며 들릴 뿐이다.잡음 섞인 세상 속에서 살아온 사랑은 어느 날, 티 없이 맑은 목소리를 가진 소녀 리나 를 만난다.사랑은 난생처음 설레는 감정을 느끼고 그녀를 따라 방송부까지 입부하게 되지만... 알고 보니 그녀는 욕쟁이?! 나쁜 말을 해도 사람들에겐 고운 말로 번역되어 들리는 반전 소녀 소리나. 그러나 어째선지 사랑이에겐 통하지 않는다.난생처음 욕이란 걸 생생히 들어본 사랑 과 전교 최고 욕쟁이 리나 의 쌍방향 의사소통 로맨스!",9.96,네이버 웹툰
598,비스타,유마,완결,"스토리, 드라마","가수가 되려고 했지만 꿈을 잃고 방황하다어렸을 때 만났던 그 아이를 만나고 다시 찾은 기회,하지만 과거의 업보가 발목을 잡고마는데...",7.08,네이버 웹툰
599,남다른 신부름,꼬리,완결,"스토리, 로맨스",단 한 번도 장학생을 놓쳐 본 적 없는 우등생 강해라 ! 그런 그녀가 장학생을 놓치는 계기로 등록금을 벌기 위해 담당 교수 밑에서 일을 하게 된다. 어느 날 교수의 심부름으로 여우 바위와 뱀 바위를 조사하러 간다. 단순한 심부름일 줄만 알았는데 그곳에서 마주하게 된 뜻밖의 사건!!평범한 여대생이 정식 신 이 되려는 후보들의 평가자가 되어 벌어지는 좌충우돌 판타지 드라마!,9.88,네이버 웹툰
600,미스테리오소,송일곤 / 이제,완결,"스토리, 감성","평범한 재능을 가졌지만, 대기업의 외동딸로 바이올린을 강요당하는 지나 천재적인 재능을 가졌지만, 가난한 운전사의 딸로 태어나 피아노를 포기한 경미 경미의 아버지가 지나네 운전사로 일하게 되면서 둘은 만나게 되고 음악이라는 고리를 통해 둘은 가까워진다.음악과 함께한 사춘기 3년, 둘은 우정 그리고 점차 사랑을 느끼게 된다.하지만 세상이 점점 그들을 방해하는데... 과연 둘은 신비롭게 연주할 수 있을까?",9.9,네이버 웹툰
601,아이고 아이고,하모,완결,"스토리, 드라마",자유분방한 삶을 살던 가수 지망생.불의의 사고를 겪고 장례지도사가 되기를 결심한다.,9.93,네이버 웹툰
